dimx,dimy,dimz,buffer_size,packet_size_min,packet_size_max,routing_type,selection_strategy,traffic_type,injection_rate,steady_state_temp_L0,steady_state_temp_L1,router_avg_temp_L0,router_avg_temp_L1,core_avg_temp_L0,core_avg_temp_L1,mem_avg_temp_L0,mem_avg_temp_L1,total_area,avg_power,avg_cores_power,avg_routers_power,avg_power_per_router,layer_area,area_per_core
3,3,2,8,4,8,fullyadaptive,thermal,random,0.05,65.9422,65.0637888888889,26.0074222222222,25.9299,25.8036666666667,25.7190555555556,25.6329111111111,25.5656333333333,4.27599e+07 (um^2),2.27848e-08 (J/cycle),1.92415e-08 (J/cycle),3.54329e-09 (J/cycle),1.9685e-10 (J/cycle),2.13799e+07 (um^2),4.69523e+06 (um^2)
3,3,2,8,4,8,fullyadaptive,thermal,random,0.06,66.1744888888889,65.2795222222222,26.0029333333333,25.9121555555556,25.7930888888889,25.7112222222222,25.6197,25.5549777777778,4.27599e+07 (um^2),2.29834e-08 (J/cycle),1.9393e-08 (J/cycle),3.59032e-09 (J/cycle),1.99462e-10 (J/cycle),2.13799e+07 (um^2),4.69523e+06 (um^2)
3,3,2,8,4,8,fullyadaptive,thermal,random,0.07,65.6626888888889,64.7858777777778,26.0053222222222,25.9017888888889,25.7919888888889,25.7088444444444,25.6321333333333,25.5648888888889,4.27599e+07 (um^2),2.2477e-08 (J/cycle),1.90012e-08 (J/cycle),3.47578e-09 (J/cycle),1.93099e-10 (J/cycle),2.13799e+07 (um^2),4.69523e+06 (um^2)
3,3,2,8,4,8,fullyadaptive,thermal,random,0.08,65.6440111111111,64.7723777777778,26.0090333333333,25.9150777777778,25.8010666666667,25.7159222222222,25.6392111111111,25.5706,4.27599e+07 (um^2),2.24766e-08 (J/cycle),1.90075e-08 (J/cycle),3.46906e-09 (J/cycle),1.92726e-10 (J/cycle),2.13799e+07 (um^2),4.69523e+06 (um^2)
3,3,2,8,4,8,fullyadaptive,thermal,random,0.09,65.7257,64.8391222222222,25.9868666666667,25.8729888888889,25.7708111111111,25.6915111111111,25.6140555555556,25.5500777777778,4.27599e+07 (um^2),2.24974e-08 (J/cycle),1.90166e-08 (J/cycle),3.48076e-09 (J/cycle),1.93376e-10 (J/cycle),2.13799e+07 (um^2),4.69523e+06 (um^2)
3,3,2,8,4,8,fullyadaptive,thermal,random,0.1,65.6561222222222,64.7729444444444,25.9895666666667,25.8748444444444,25.7728666666667,25.6932222222222,25.6171333333333,25.5526222222222,4.27599e+07 (um^2),2.24436e-08 (J/cycle),1.89759e-08 (J/cycle),3.46776e-09 (J/cycle),1.92653e-10 (J/cycle),2.13799e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.01,69.5054555555556,68.4574666666667,26.2131222222222,26.0873444444444,25.9947555555556,25.8872111111111,25.6673555555556,25.5956111111111,4.28904e+07 (um^2),2.63277e-08 (J/cycle),2.20233e-08 (J/cycle),4.30437e-09 (J/cycle),2.39132e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.02,73.8094888888889,72.5718222222222,26.4202222222222,26.2886111111111,26.1367888888889,26.0241555555556,25.6705222222222,25.6016777777778,4.28904e+07 (um^2),3.03674e-08 (J/cycle),2.5063e-08 (J/cycle),5.30438e-09 (J/cycle),2.94688e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.03,78.1876666666667,76.7489444444445,26.7424777777778,26.5697555555556,26.3700111111111,26.2240333333333,25.7294666666667,25.6514,4.28904e+07 (um^2),3.44392e-08 (J/cycle),2.81248e-08 (J/cycle),6.31437e-09 (J/cycle),3.50798e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.04,69.2576444444445,68.2273777777778,26.1730111111111,26.0635777777778,25.9288888888889,25.8251444444444,25.6505111111111,25.5804666666667,4.28904e+07 (um^2),2.59477e-08 (J/cycle),2.15996e-08 (J/cycle),4.34811e-09 (J/cycle),2.41562e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.05,66.4477222222222,65.5391333333333,26.0358444444444,25.9360777777778,25.8271333333333,25.7386777777778,25.6367333333333,25.5686777777778,4.28904e+07 (um^2),2.32685e-08 (J/cycle),1.95572e-08 (J/cycle),3.71135e-09 (J/cycle),2.06186e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.06,66.1559888888889,65.2449222222222,26.0278666666667,25.8919888888889,25.8019555555556,25.7176555555556,25.6245666666667,25.5586555555556,4.28904e+07 (um^2),2.2935e-08 (J/cycle),1.92952e-08 (J/cycle),3.63984e-09 (J/cycle),2.02213e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.07,65.7712444444445,64.8850555555556,25.9982333333333,25.8845,25.7842888888889,25.7028888888889,25.6201888888889,25.5550555555556,4.28904e+07 (um^2),2.25861e-08 (J/cycle),1.90142e-08 (J/cycle),3.57181e-09 (J/cycle),1.98434e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.08,65.6989333333333,64.8248,26.0069777777778,25.9116666666667,25.8075222222222,25.7222444444444,25.6389111111111,25.5704333333333,4.28904e+07 (um^2),2.25715e-08 (J/cycle),1.90282e-08 (J/cycle),3.54327e-09 (J/cycle),1.96848e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.09,65.8097444444445,64.9096,26.0517222222222,25.9013777777778,25.8138666666667,25.7272,25.6451666666667,25.5754888888889,4.28904e+07 (um^2),2.2564e-08 (J/cycle),1.89978e-08 (J/cycle),3.56622e-09 (J/cycle),1.98124e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,3,2,10,4,8,fullyadaptive,thermal,random,0.1,65.6973666666667,64.8239222222222,25.9798777777778,25.8896,25.7904,25.7078666666667,25.6235111111111,25.5577444444444,4.28904e+07 (um^2),2.25892e-08 (J/cycle),1.90581e-08 (J/cycle),3.53113e-09 (J/cycle),1.96174e-10 (J/cycle),2.14452e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.01,69.8743666666667,68.7898083333333,26.238675,25.8798416666667,25.9793166666667,25.685,25.6641,25.4641666666667,5.70131e+07 (um^2),3.52182e-08 (J/cycle),2.9361e-08 (J/cycle),5.85716e-09 (J/cycle),2.44048e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.02,74.3360416666667,73.0438666666667,26.558225,26.1176916666667,26.1974083333333,25.837225,25.7153833333333,25.4994666666667,5.70131e+07 (um^2),4.07825e-08 (J/cycle),3.34411e-08 (J/cycle),7.34142e-09 (J/cycle),3.05892e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.03,70.0452916666667,68.9526416666667,26.2317166666667,25.8766666666667,25.9478333333333,25.6609916666667,25.6579416666667,25.45945,5.70131e+07 (um^2),3.52536e-08 (J/cycle),2.92704e-08 (J/cycle),5.98324e-09 (J/cycle),2.49302e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.04,66.9396166666667,65.995825,26.025675,25.7351083333333,25.8177166666667,25.5731,25.6257666666667,25.4379166666667,5.70131e+07 (um^2),3.14744e-08 (J/cycle),2.64735e-08 (J/cycle),5.00085e-09 (J/cycle),2.08369e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.05,65.8245416666667,64.92065,25.9994,25.6921833333333,25.7851166666667,25.5498666666667,25.6276083333333,25.4389916666667,5.70131e+07 (um^2),2.99119e-08 (J/cycle),2.53043e-08 (J/cycle),4.6076e-09 (J/cycle),1.91983e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.06,65.8482333333333,64.9467333333333,25.9790583333333,25.6855916666667,25.7737166666667,25.5421166666667,25.6169916666667,25.4317666666667,5.70131e+07 (um^2),2.9973e-08 (J/cycle),2.53494e-08 (J/cycle),4.62369e-09 (J/cycle),1.92654e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.07,65.7836083333333,64.8936666666667,25.9516333333333,25.6845,25.7602583333333,25.5329333333333,25.6067166666667,25.424825,5.70131e+07 (um^2),2.99486e-08 (J/cycle),2.53119e-08 (J/cycle),4.63669e-09 (J/cycle),1.93195e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.08,65.8015083333333,64.90975,25.9422666666667,25.67595,25.7495833333333,25.52565,25.59775,25.4187666666667,5.70131e+07 (um^2),2.99459e-08 (J/cycle),2.53162e-08 (J/cycle),4.62969e-09 (J/cycle),1.92904e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.09,65.85745,64.9530083333333,25.9982583333333,25.6938833333333,25.7861916666667,25.5505833333333,25.6275,25.4388833333333,5.70131e+07 (um^2),2.99809e-08 (J/cycle),2.53415e-08 (J/cycle),4.63933e-09 (J/cycle),1.93305e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,8,4,8,fullyadaptive,thermal,random,0.1,65.8128666666667,64.9143666666667,25.9552083333333,25.6722833333333,25.75585,25.5299166666667,25.6032166666667,25.42245,5.70131e+07 (um^2),2.99136e-08 (J/cycle),2.53056e-08 (J/cycle),4.60794e-09 (J/cycle),1.91997e-10 (J/cycle),2.85066e+07 (um^2),4.69523e+06 (um^2)
3,4,2,10,4,8,fullyadaptive,thermal,random,0.01,69.8270416666667,68.7482166666667,26.2361166666667,25.87885,26.0021833333333,25.7015333333333,25.6745583333333,25.4712916666667,5.71871e+07 (um^2),3.52516e-08 (J/cycle),2.93598e-08 (J/cycle),5.89174e-09 (J/cycle),2.45489e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
3,4,2,10,4,8,fullyadaptive,thermal,random,0.02,74.2602333333334,72.975625,26.490025,26.070675,26.1685083333333,25.8214,25.691925,25.4843416666667,5.71871e+07 (um^2),4.08144e-08 (J/cycle),3.34242e-08 (J/cycle),7.39016e-09 (J/cycle),3.07923e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
3,4,2,10,4,8,fullyadaptive,thermal,random,0.03,68.1902166666667,67.1893833333333,26.070025,25.765925,25.8596583333333,25.6011833333333,25.6236666666667,25.4362833333333,5.71871e+07 (um^2),3.31547e-08 (J/cycle),2.76611e-08 (J/cycle),5.49357e-09 (J/cycle),2.28899e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
3,4,2,10,4,8,fullyadaptive,thermal,random,0.04,66.7921416666667,65.8582666666667,26.0074416666667,25.7283166666667,25.8058833333333,25.5641416666667,25.6150833333333,25.4304666666667,5.71871e+07 (um^2),3.12466e-08 (J/cycle),2.62202e-08 (J/cycle),5.02639e-09 (J/cycle),2.09433e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
3,4,2,10,4,8,fullyadaptive,thermal,random,0.05,65.9558333333333,65.0502833333333,25.9688583333333,25.6771916666667,25.7795166666667,25.5458666666667,25.6135583333333,25.4293916666667,5.71871e+07 (um^2),3.02144e-08 (J/cycle),2.54728e-08 (J/cycle),4.74154e-09 (J/cycle),1.97564e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
3,4,2,10,4,8,fullyadaptive,thermal,random,0.06,66.2658833333333,65.341,26.003925,25.6938083333333,25.79555,25.5566083333333,25.6211916666667,25.434475,5.71871e+07 (um^2),3.0525e-08 (J/cycle),2.56851e-08 (J/cycle),4.83997e-09 (J/cycle),2.01665e-10 (J/cycle),2.85936e+07 (um^2),4.69523e+06 (um^2)
